industrial,homebrew,capacitive,timestamp
1018.0000,234,122,2015-02-02T08:30:47.935Z
1008.0000,223,850,2015-02-02T07:30:49.895Z
1012.0000,223,0,2015-02-02T06:30:52.853Z
1016.0000,223,684,2015-02-02T05:30:55.811Z
1010.0000,221,731,2015-02-01T22:31:07.404Z
1014.0000,221,1118,2015-02-01T21:31:09.473Z
1017.0000,220,273,2015-02-01T20:31:12.078Z
998.0000,220,1314,2015-02-01T19:31:14.786Z
997.0000,221,40,2015-02-01T18:31:17.626Z
1018.0000,220,961,2015-02-01T17:31:19.205Z
1018.0000,219,1403,2015-02-01T16:31:21.925Z
1019.0000,219,638,2015-02-01T15:31:24.890Z
1013.0000,219,693,2015-02-01T14:31:27.729Z
1016.0000,219,585,2015-02-01T13:31:30.569Z
1015.0000,218,564,2015-02-01T12:31:33.406Z
1016.0000,218,0,2015-02-01T11:31:36.362Z
1002.0000,218,471,2015-02-01T10:31:39.320Z
1000.0000,218,1403,2015-02-01T09:31:42.280Z
989.0000,218,246,2015-02-01T08:31:45.239Z
970.0000,218,999,2015-02-01T07:31:48.073Z
986.0000,217,274,2015-02-01T06:31:51.035Z
1011.0000,217,1361,2015-02-01T05:31:53.995Z
1018.0000,216,1242,2015-02-01T04:31:56.953Z
1018.0000,215,0,2015-02-01T03:31:59.913Z
1020.0000,215,1185,2015-02-01T02:32:02.871Z
998.0000,215,0,2015-02-01T01:32:05.704Z
983.0000,215,173,2015-02-01T00:32:08.661Z
480.0000,230,322,2015-01-31T23:32:11.618Z
1004.0000,213,1089,2015-01-31T22:32:14.571Z
1014.0000,212,1778,2015-01-31T21:32:17.526Z
1012.0000,212,1852,2015-01-31T20:32:19.681Z
1001.0000,212,744,2015-01-31T19:32:22.184Z
669.0000,225,1538,2015-01-31T18:32:25.015Z
1004.0000,215,981,2015-01-31T17:32:27.719Z
1008.0000,215,1225,2015-01-31T16:32:30.428Z
1010.0000,215,351,2015-01-31T15:32:32.828Z
961.0000,213,0,2015-01-30T22:32:55.877Z
1000.0000,211,126,2015-01-30T21:32:58.710Z
1002.0000,211,27,2015-01-30T20:33:01.670Z
1005.0000,212,0,2015-01-30T19:33:04.627Z
1009.0000,211,0,2015-01-30T18:33:07.465Z
1014.0000,210,327,2015-01-30T17:33:10.295Z
1010.0000,211,1108,2015-01-30T16:33:13.255Z
1003.0000,208,0,2015-01-30T15:33:16.214Z
1007.0000,208,875,2015-01-30T14:33:19.046Z
1011.0000,207,1237,2015-01-30T13:33:21.880Z
1002.0000,207,1327,2015-01-30T12:33:24.838Z
995.0000,207,385,2015-01-30T11:33:27.797Z
986.0000,207,0,2015-01-30T10:33:30.634Z
997.0000,207,0,2015-01-30T09:33:33.472Z
968.0000,209,0,2015-01-30T08:33:36.428Z
446.0000,224,253,2015-01-30T07:33:39.386Z
992.0000,208,880,2015-01-30T06:33:42.344Z
1003.0000,206,0,2015-01-30T05:33:45.176Z
1002.0000,206,0,2015-01-30T04:33:48.007Z
976.0000,206,8,2015-01-30T03:33:50.963Z
1000.0000,205,269,2015-01-30T02:33:52.990Z
994.0000,205,324,2015-01-30T01:33:55.374Z
979.0000,205,0,2015-01-30T00:33:58.322Z
771.0000,215,3126,2015-01-29T23:34:01.152Z
995.0000,205,0,2015-01-29T22:34:03.983Z
1008.0000,209,443,2015-01-29T21:34:06.811Z
1011.0000,205,1211,2015-01-29T20:34:09.637Z
1010.0000,205,1992,2015-01-29T19:34:12.470Z
1012.0000,205,590,2015-01-29T18:34:15.305Z
1014.0000,209,2308,2015-01-29T17:34:18.147Z
1015.0000,204,2489,2015-01-29T16:34:20.976Z
1015.0000,203,134,2015-01-29T15:34:23.941Z
1009.0000,199,163,2015-01-28T19:34:49.605Z
1016.0000,198,1830,2015-01-28T18:34:52.436Z
1019.0000,197,2363,2015-01-28T17:34:55.268Z
984.0000,198,2170,2015-01-28T16:34:57.974Z
962.0000,198,489,2015-01-28T15:35:00.603Z
945.0000,199,2635,2015-01-28T14:35:03.390Z
958.0000,198,0,2015-01-28T13:35:06.221Z
995.0000,196,1559,2015-01-28T12:35:08.979Z
1004.0000,195,2411,2015-01-28T11:35:11.762Z
1005.0000,194,1299,2015-01-28T10:35:14.475Z
964.0000,195,1632,2015-01-28T09:35:17.294Z
446.0000,208,0,2015-01-28T08:35:19.998Z
974.0000,190,0,2015-01-28T07:35:22.825Z
995.0000,187,0,2015-01-28T06:35:25.527Z
981.0000,187,28,2015-01-28T05:35:28.354Z
918.0000,188,727,2015-01-28T04:35:31.059Z
993.0000,183,0,2015-01-28T03:35:33.888Z
1004.0000,181,0,2015-01-28T02:35:36.603Z
843.0000,219,0,2015-01-28T02:24:53.007Z
1001.0000,230,9730,2015-01-28T02:15:00.921Z
996.0000,229,9718,2015-01-28T02:14:57.729Z
1005.0000,230,9741,2015-01-28T02:14:56.099Z
1002.0000,230,9742,2015-01-28T02:14:54.473Z
1002.0000,229,9696,2015-01-28T02:14:52.848Z
1006.0000,230,9748,2015-01-28T02:14:51.222Z
1003.0000,229,9758,2015-01-28T02:14:49.598Z
998.0000,229,9728,2015-01-28T02:14:47.975Z
998.0000,229,9678,2015-01-28T02:14:46.346Z
1002.0000,229,9741,2015-01-28T02:14:44.724Z
1002.0000,229,9725,2015-01-28T02:14:43.095Z
1005.0000,230,9752,2015-01-28T02:14:41.472Z
1000.0000,230,9702,2015-01-28T02:14:39.845Z
1004.0000,229,9675,2015-01-28T02:14:37.756Z
998.0000,230,9736,2015-01-28T02:14:35.973Z
1000.0000,230,9711,2015-01-28T02:14:34.132Z
1004.0000,230,9709,2015-01-28T02:14:32.475Z
997.0000,230,9680,2015-01-28T02:14:30.843Z
993.0000,229,9698,2015-01-28T02:14:29.217Z
999.0000,230,9751,2015-01-28T02:14:27.591Z
1004.0000,230,9688,2015-01-28T02:14:25.967Z
1002.0000,230,9692,2015-01-28T02:14:24.354Z
999.0000,229,9702,2015-01-28T02:14:22.716Z
999.0000,230,9710,2015-01-28T02:14:21.089Z
1006.0000,230,9709,2015-01-28T02:14:19.465Z
1001.0000,230,9677,2015-01-28T02:14:17.839Z
999.0000,230,9686,2015-01-28T02:14:16.214Z
1004.0000,230,9745,2015-01-28T02:14:14.590Z
1001.0000,230,9752,2015-01-28T02:14:12.963Z
999.0000,230,9742,2015-01-28T02:14:11.342Z
999.0000,230,9755,2015-01-28T02:14:09.712Z
1004.0000,230,9743,2015-01-28T02:14:08.087Z
1002.0000,230,9697,2015-01-28T02:14:06.463Z
1001.0000,230,9689,2015-01-28T02:14:04.836Z
989.0000,229,9688,2015-01-28T02:14:03.214Z
999.0000,230,9724,2015-01-28T02:14:01.585Z
992.0000,230,9637,2015-01-28T02:13:59.959Z
1001.0000,230,9677,2015-01-28T02:13:58.338Z
1004.0000,230,9707,2015-01-28T02:13:56.709Z
1000.0000,230,9708,2015-01-28T02:13:55.085Z
999.0000,230,9721,2015-01-28T02:13:53.458Z
997.0000,230,9671,2015-01-28T02:13:51.832Z
1002.0000,230,9692,2015-01-28T02:13:50.207Z
998.0000,230,9729,2015-01-28T02:13:48.581Z
998.0000,230,9699,2015-01-28T02:13:46.956Z
1002.0000,230,9698,2015-01-28T02:13:45.332Z
1003.0000,231,9693,2015-01-28T02:13:43.707Z
999.0000,230,9711,2015-01-28T02:13:42.080Z
1003.0000,231,9653,2015-01-28T02:13:40.454Z
999.0000,231,9674,2015-01-28T02:13:38.829Z
1001.0000,230,9650,2015-01-28T02:13:37.204Z
997.0000,229,9618,2015-01-28T02:13:35.633Z
993.0000,231,9601,2015-01-28T02:13:33.954Z
945.0000,232,9610,2015-01-28T02:13:32.328Z
1000.0000,230,9622,2015-01-28T02:13:30.702Z
1003.0000,231,9682,2015-01-28T02:13:28.589Z
1000.0000,230,9664,2015-01-28T02:13:26.408Z
999.0000,230,9631,2015-01-28T02:13:24.482Z
999.0000,230,9642,2015-01-28T02:13:22.826Z
991.0000,229,9647,2015-01-28T02:13:21.200Z
1003.0000,231,9673,2015-01-28T02:13:19.574Z
999.0000,230,9655,2015-01-28T02:13:17.949Z
995.0000,230,9654,2015-01-28T02:13:16.324Z
998.0000,230,9659,2015-01-28T02:13:14.698Z
1007.0000,230,9676,2015-01-28T02:13:13.075Z
1003.0000,230,9631,2015-01-28T02:13:11.447Z
1003.0000,230,9622,2015-01-28T02:13:09.821Z
1005.0000,230,9607,2015-01-28T02:13:08.196Z
1003.0000,230,9635,2015-01-28T02:13:06.571Z
1002.0000,230,9606,2015-01-28T02:13:04.948Z
1002.0000,230,9598,2015-01-28T02:13:03.320Z
1004.0000,230,9608,2015-01-28T02:13:01.695Z
1006.0000,231,9611,2015-01-28T02:13:00.071Z
1002.0000,230,9623,2015-01-28T02:12:58.444Z
998.0000,230,9594,2015-01-28T02:12:56.819Z
996.0000,229,9642,2015-01-28T02:12:55.193Z
1008.0000,230,9585,2015-01-28T02:12:53.568Z
1003.0000,231,9597,2015-01-28T02:12:51.943Z
1002.0000,230,9615,2015-01-28T02:12:50.317Z
1004.0000,231,9621,2015-01-28T02:12:48.691Z
997.0000,229,9598,2015-01-28T02:12:47.066Z
1004.0000,230,9613,2015-01-28T02:12:45.440Z
1001.0000,230,9627,2015-01-28T02:12:43.820Z
1004.0000,230,9592,2015-01-28T02:12:42.192Z
1001.0000,230,9599,2015-01-28T02:12:40.580Z
995.0000,230,9584,2015-01-28T02:12:38.939Z
999.0000,230,9586,2015-01-28T02:12:37.329Z
1003.0000,230,9613,2015-01-28T02:12:35.689Z
1006.0000,230,9641,2015-01-28T02:12:34.063Z
999.0000,229,9582,2015-01-28T02:12:32.440Z
1003.0000,230,9602,2015-01-28T02:12:30.814Z
1004.0000,229,9579,2015-01-28T02:12:29.187Z
991.0000,229,9599,2015-01-28T02:12:27.562Z
1004.0000,230,9573,2015-01-28T02:12:25.936Z
1011.0000,231,9620,2015-01-28T02:12:24.310Z
999.0000,229,9574,2015-01-28T02:12:22.685Z
1004.0000,230,9574,2015-01-28T02:12:21.060Z
1007.0000,230,9612,2015-01-28T02:12:19.217Z
999.0000,229,9608,2015-01-28T02:12:17.371Z
1002.0000,230,9578,2015-01-28T02:12:15.607Z
1006.0000,230,9555,2015-01-28T02:12:13.708Z
1009.0000,230,9614,2015-01-28T02:12:11.682Z
1003.0000,230,9590,2015-01-28T02:12:10.058Z
1001.0000,230,9581,2015-01-28T02:12:08.433Z
1002.0000,230,9558,2015-01-28T02:12:06.807Z
988.0000,229,9575,2015-01-28T02:12:05.186Z
998.0000,230,9586,2015-01-28T02:12:03.569Z
1000.0000,229,9582,2015-01-28T02:12:01.932Z
1002.0000,230,9589,2015-01-28T02:12:00.306Z
997.0000,230,9551,2015-01-28T02:11:58.682Z
1008.0000,230,9603,2015-01-28T02:11:57.053Z
1002.0000,230,9532,2015-01-28T02:11:55.429Z
1003.0000,230,9524,2015-01-28T02:11:53.803Z
1011.0000,231,9562,2015-01-28T02:11:52.184Z
994.0000,229,9556,2015-01-28T02:11:50.551Z
996.0000,230,9598,2015-01-28T02:11:48.926Z
1004.0000,230,9576,2015-01-28T02:11:47.301Z
1005.0000,231,9553,2015-01-28T02:11:45.675Z
1005.0000,230,9569,2015-01-28T02:11:44.051Z
1002.0000,231,9544,2015-01-28T02:11:42.424Z
1001.0000,230,9594,2015-01-28T02:11:40.799Z
1003.0000,230,9569,2015-01-28T02:11:39.174Z
1005.0000,231,9564,2015-01-28T02:11:37.549Z
1012.0000,231,9544,2015-01-28T02:11:35.923Z
1005.0000,230,9600,2015-01-28T02:11:34.298Z
1002.0000,230,9567,2015-01-28T02:11:32.674Z
1004.0000,230,9578,2015-01-28T02:11:31.047Z
1000.0000,230,9563,2015-01-28T02:11:29.422Z
1000.0000,230,9565,2015-01-28T02:11:27.796Z
947.0000,231,9553,2015-01-28T02:11:26.171Z
1001.0000,230,9579,2015-01-28T02:11:24.545Z
1006.0000,230,9553,2015-01-28T02:11:22.919Z
994.0000,230,9552,2015-01-28T02:11:21.294Z
1001.0000,231,9563,2015-01-28T02:11:19.669Z
996.0000,230,9558,2015-01-28T02:11:18.043Z
995.0000,231,9597,2015-01-28T02:11:16.448Z
1000.0000,230,9593,2015-01-28T02:11:14.793Z
1001.0000,230,9541,2015-01-28T02:11:13.167Z
1000.0000,230,9562,2015-01-28T02:11:11.165Z
996.0000,229,3,2015-01-28T02:11:08.741Z
1000.0000,230,0,2015-01-28T02:11:07.425Z
1003.0000,231,9557,2015-01-28T02:11:04.329Z
1002.0000,230,9516,2015-01-28T02:11:02.180Z
1000.0000,231,9508,2015-01-28T02:11:00.289Z
999.0000,231,9546,2015-01-28T02:10:58.664Z
999.0000,230,9531,2015-01-28T02:10:57.038Z
1000.0000,230,9546,2015-01-28T02:10:55.414Z
1003.0000,231,9537,2015-01-28T02:10:53.787Z
991.0000,231,9587,2015-01-28T02:10:52.162Z
998.0000,230,9540,2015-01-28T02:10:50.537Z
996.0000,230,9569,2015-01-28T02:10:48.911Z
998.0000,230,9518,2015-01-28T02:10:47.285Z
1004.0000,231,9488,2015-01-28T02:10:45.668Z
1006.0000,231,9500,2015-01-28T02:10:44.035Z
964.0000,230,9521,2015-01-28T02:10:42.410Z
1006.0000,231,9534,2015-01-28T02:10:40.785Z
1001.0000,230,9539,2015-01-28T02:10:39.160Z
989.0000,229,9488,2015-01-28T02:10:37.536Z
996.0000,230,9521,2015-01-28T02:10:36.175Z
1005.0000,231,9526,2015-01-28T02:10:35.572Z
1002.0000,230,9566,2015-01-28T02:10:31.032Z
991.0000,229,9567,2015-01-28T02:10:29.460Z
1004.0000,231,9513,2015-01-28T02:10:27.783Z
997.0000,230,9487,2015-01-28T02:10:25.780Z
1003.0000,230,9503,2015-01-28T02:10:24.155Z
997.0000,230,9539,2015-01-28T02:10:22.530Z
985.0000,230,9521,2015-01-28T02:10:20.906Z
1005.0000,231,9645,2015-01-28T02:10:19.280Z
993.0000,229,9575,2015-01-28T02:10:17.655Z
1002.0000,230,9661,2015-01-28T02:10:16.029Z
1002.0000,231,9787,2015-01-28T02:10:14.403Z
995.0000,231,9745,2015-01-28T02:10:12.778Z
999.0000,230,9581,2015-01-28T02:10:11.153Z
1002.0000,230,9464,2015-01-28T02:10:09.526Z
998.0000,230,9501,2015-01-28T02:10:07.900Z
978.0000,231,9510,2015-01-28T02:10:06.275Z
1002.0000,231,9606,2015-01-28T02:10:04.652Z
981.0000,233,9467,2015-01-28T02:10:03.026Z
969.0000,231,9454,2015-01-28T02:10:01.401Z
966.0000,232,9426,2015-01-28T02:09:59.774Z
983.0000,231,9374,2015-01-28T02:09:57.782Z
990.0000,232,9382,2015-01-28T02:09:55.646Z
982.0000,231,9392,2015-01-28T02:09:53.461Z
984.0000,231,9406,2015-01-28T02:09:51.653Z
994.0000,232,9419,2015-01-28T02:09:50.021Z
983.0000,230,9541,2015-01-28T02:09:48.398Z
992.0000,231,9368,2015-01-28T02:09:46.770Z
988.0000,230,9445,2015-01-28T02:09:45.145Z
985.0000,231,9600,2015-01-28T02:09:43.520Z
992.0000,231,9502,2015-01-28T02:09:41.894Z
997.0000,230,9569,2015-01-28T02:09:40.270Z
999.0000,230,9579,2015-01-28T02:09:38.647Z
1002.0000,231,9568,2015-01-28T02:09:37.018Z
1005.0000,231,9470,2015-01-28T02:09:35.392Z
1007.0000,231,9472,2015-01-28T02:09:33.767Z
997.0000,229,9525,2015-01-28T02:09:32.143Z
1005.0000,231,9320,2015-01-28T02:09:30.516Z
997.0000,230,9209,2015-01-28T02:09:28.891Z
1003.0000,230,9395,2015-01-28T02:09:27.266Z
994.0000,230,9311,2015-01-28T02:09:25.645Z
1003.0000,231,9100,2015-01-28T02:09:24.014Z
994.0000,230,9135,2015-01-28T02:09:22.389Z
993.0000,229,9201,2015-01-28T02:09:20.765Z
1000.0000,231,9291,2015-01-28T02:09:19.139Z
994.0000,230,48351,2015-01-28T02:09:17.515Z
1006.0000,231,47306,2015-01-28T02:09:15.763Z
988.0000,230,37979,2015-01-28T02:09:14.012Z
992.0000,229,130415,2015-01-28T02:09:12.262Z
998.0000,230,82331,2015-01-28T02:09:10.386Z
999.0000,230,38768,2015-01-28T02:09:08.636Z
994.0000,230,6060,2015-01-28T02:09:06.886Z
979.0000,230,6066,2015-01-28T02:09:05.274Z
1001.0000,230,10283,2015-01-28T02:09:03.636Z
1000.0000,231,10847,2015-01-28T02:09:02.014Z
992.0000,230,6754,2015-01-28T02:09:00.384Z
1000.0000,230,6997,2015-01-28T02:08:58.760Z
987.0000,230,11056,2015-01-28T02:08:57.135Z
995.0000,230,4948,2015-01-28T02:08:55.509Z
1005.0000,231,34144,2015-01-28T02:08:53.882Z
998.0000,230,4882,2015-01-28T02:08:52.261Z
1002.0000,231,4711,2015-01-28T02:08:50.642Z
1001.0000,230,4691,2015-01-28T02:08:49.007Z
998.0000,230,4696,2015-01-28T02:08:47.281Z
1010.0000,231,4719,2015-01-28T02:08:45.514Z
1000.0000,231,17714,2015-01-28T02:08:43.830Z
997.0000,229,5295,2015-01-28T02:08:42.129Z
1003.0000,230,5258,2015-01-28T02:08:40.504Z
1000.0000,231,35382,2015-01-28T02:08:38.881Z
990.0000,229,32874,2015-01-28T02:08:35.503Z
1001.0000,230,26467,2015-01-28T02:08:33.878Z
1000.0000,230,27464,2015-01-28T02:08:32.252Z
1005.0000,230,27948,2015-01-28T02:08:30.628Z
1006.0000,230,7348,2015-01-28T02:08:29.001Z
1002.0000,230,5926,2015-01-28T02:08:27.376Z
998.0000,230,5489,2015-01-28T02:08:25.751Z
